business_effective_date,txn_id,account_id,txn_timestamp,txn_type,amount,merchant,city,category
2024-01-13,503746,32521,2024-01-13 08:51:22,debit,3811.55,Apple Store,Boston,entertainment
2024-01-13,503747,32522,2024-01-13 02:31:15,debit,4144.19,Walmart,Denver,food
2024-01-13,503748,32522,2024-01-13 01:07:07,debit,673.62,Apple Store,Atlanta,utility
2024-01-13,503749,32522,2024-01-13 07:36:25,debit,4223.63,Apple Store,San Francisco,deposit
2024-01-13,503750,32530,2024-01-13 14:40:11,debit,457.36,Uber,Denver,subscription
2024-01-13,503751,32530,2024-01-13 18:23:58,credit,4924.77,Payroll Inc,San Diego,entertainment
2024-01-13,503752,32530,2024-01-13 08:44:25,credit,115.71,Spotify,Chicago,deposit
2024-01-13,503753,32530,2024-01-13 05:03:00,credit,2038.93,Apple Store,Miami,transfer
2024-01-13,503754,32530,2024-01-13 05:10:10,debit,2694.09,Uber,San Francisco,grocery
2024-01-13,503755,32530,2024-01-13 18:08:01,debit,1451.2,Starbucks,New York,entertainment
2024-01-13,503756,32530,2024-01-13 23:57:02,debit,2730.98,Netflix,New York,shopping
2024-01-13,503757,32530,2024-01-13 11:04:31,debit,1885.57,Starbucks,Austin,shopping
2024-01-13,503758,32530,2024-01-13 21:27:11,debit,3828.69,Uber,Seattle,grocery
2024-01-13,503759,32530,2024-01-13 18:02:27,credit,2003.82,Netflix,Seattle,food
2024-01-13,503760,32530,2024-01-13 23:28:56,debit,991.54,Spotify,Austin,salary
2024-01-13,503761,32530,2024-01-13 23:51:51,credit,1907.57,Shell,Seattle,food
2024-01-13,503762,32531,2024-01-13 20:08:08,debit,570.68,Starbucks,San Diego,transfer
2024-01-13,503763,32531,2024-01-13 01:37:59,debit,3218.84,Spotify,Austin,transport
2024-01-13,503764,32531,2024-01-13 02:20:50,debit,4404.03,Target,Miami,utility
2024-01-13,503765,32531,2024-01-13 01:50:28,debit,1151.35,Uber,Seattle,entertainment
2024-01-13,503766,32532,2024-01-13 19:26:04,credit,124.64,Amazon,Miami,grocery
2024-01-13,503767,32532,2024-01-13 23:07:35,debit,334.83,Target,San Diego,deposit
2024-01-13,503768,32532,2024-01-13 09:20:11,credit,4234.17,Apple Store,Seattle,shopping
2024-01-13,503769,32532,2024-01-13 03:12:50,debit,1744.91,Bank Transfer,Seattle,entertainment
2024-01-13,503770,32532,2024-01-13 08:54:08,debit,3064.75,Cash Deposit,Seattle,utility
2024-01-13,503771,32540,2024-01-13 14:51:42,debit,1780.54,Starbucks,Chicago,salary
2024-01-13,503772,32540,2024-01-13 17:41:17,debit,3450.71,Amazon,Atlanta,deposit
2024-01-13,503773,32540,2024-01-13 17:25:46,debit,4489.81,Netflix,Atlanta,transfer
2024-01-13,503774,32540,2024-01-13 07:53:29,debit,1181.7,Bank Transfer,Atlanta,entertainment
2024-01-13,503775,32540,2024-01-13 13:01:02,debit,3643.82,Payroll Inc,Miami,deposit
2024-01-13,503776,32540,2024-01-13 14:37:07,debit,795.42,Payroll Inc,Denver,salary
2024-01-13,503777,32540,2024-01-13 16:09:36,debit,3455.96,Starbucks,San Francisco,subscription
2024-01-13,503778,32540,2024-01-13 16:17:40,debit,429.04,Payroll Inc,Austin,grocery
2024-01-13,503779,32540,2024-01-13 06:49:04,debit,3204.48,Netflix,Atlanta,utility
2024-01-13,503780,32540,2024-01-13 00:01:28,debit,2904.32,Spotify,Austin,utility
2024-01-13,503781,32541,2024-01-13 21:57:50,credit,1901.53,Starbucks,Atlanta,subscription
2024-01-13,503782,32541,2024-01-13 20:16:52,debit,3710.52,Starbucks,Austin,food
2024-01-13,503783,32541,2024-01-13 02:38:14,credit,4706.01,Uber,Chicago,deposit
2024-01-13,503784,32541,2024-01-13 03:58:54,credit,3903.76,Apple Store,Boston,transfer
2024-01-13,503785,32541,2024-01-13 21:12:57,debit,350.79,Walmart,San Francisco,electronics
2024-01-13,503786,32541,2024-01-13 14:26:07,debit,464.97,Bank Transfer,Boston,shopping
2024-01-13,503787,32541,2024-01-13 23:36:12,debit,4885.0,Bank Transfer,Denver,food
2024-01-13,503788,32541,2024-01-13 02:02:30,credit,1805.94,Starbucks,New York,utility
2024-01-13,503789,32542,2024-01-13 23:16:54,debit,249.9,Spotify,New York,grocery
2024-01-13,503790,32542,2024-01-13 21:28:06,debit,618.33,Shell,Miami,electronics
2024-01-13,503791,32542,2024-01-13 23:04:09,debit,3219.09,Payroll Inc,New York,deposit
2024-01-13,503792,32542,2024-01-13 10:01:15,debit,3771.42,Starbucks,Denver,entertainment
2024-01-13,503793,32542,2024-01-13 23:24:56,debit,747.03,Walmart,Miami,subscription
2024-01-13,503794,32542,2024-01-13 06:52:56,debit,1054.89,Amazon,Atlanta,food
2024-01-13,503795,32542,2024-01-13 13:59:49,debit,210.2,Cash Deposit,Seattle,food
2024-01-13,503796,32542,2024-01-13 04:57:19,credit,3927.7,Payroll Inc,Denver,grocery
2024-01-13,503797,32550,2024-01-13 14:14:12,credit,4805.19,Apple Store,Denver,entertainment
2024-01-13,503798,32550,2024-01-13 18:03:36,debit,3602.09,Bank Transfer,Boston,subscription
2024-01-13,503799,32550,2024-01-13 13:10:33,debit,1266.51,Apple Store,Seattle,transport
2024-01-13,503800,32550,2024-01-13 12:01:33,debit,1404.16,Netflix,Denver,transfer
2024-01-13,503801,32550,2024-01-13 19:31:54,debit,2094.75,Bank Transfer,Seattle,entertainment
2024-01-13,503802,32550,2024-01-13 09:44:43,debit,3932.96,Bank Transfer,Seattle,entertainment
2024-01-13,503803,32550,2024-01-13 12:51:31,debit,4723.56,Netflix,Miami,salary
2024-01-13,503804,32551,2024-01-13 05:36:58,debit,3315.31,Cash Deposit,Boston,electronics
2024-01-13,503805,32551,2024-01-13 19:05:50,debit,4621.63,Target,San Diego,subscription
2024-01-13,503806,32551,2024-01-13 05:47:29,credit,3252.57,Target,Atlanta,subscription
2024-01-13,503807,32551,2024-01-13 23:54:59,credit,1259.86,Spotify,Denver,utility
2024-01-13,503808,32551,2024-01-13 12:16:39,credit,159.34,Starbucks,San Diego,electronics
2024-01-13,503809,32551,2024-01-13 02:10:08,debit,3603.93,Target,Miami,transfer
2024-01-13,503810,32560,2024-01-13 05:09:56,credit,2951.86,Uber,Austin,entertainment
2024-01-13,503811,32560,2024-01-13 22:53:49,credit,24.93,Bank Transfer,New York,shopping
2024-01-13,503812,32560,2024-01-13 15:21:14,debit,2795.91,Apple Store,Chicago,electronics
2024-01-13,503813,32560,2024-01-13 01:23:59,debit,3445.95,Netflix,New York,transport
2024-01-13,503814,32560,2024-01-13 12:30:22,debit,925.77,Bank Transfer,Chicago,transport
2024-01-13,503815,32560,2024-01-13 07:38:08,debit,4423.71,Walmart,Boston,utility
2024-01-13,503816,32560,2024-01-13 09:38:30,credit,3433.64,Netflix,Seattle,subscription
2024-01-13,503817,32560,2024-01-13 17:53:38,debit,4162.35,Apple Store,Seattle,shopping
2024-01-13,503818,32560,2024-01-13 03:39:41,debit,1195.76,Apple Store,San Francisco,food
2024-01-13,503819,32560,2024-01-13 10:00:14,credit,835.18,Apple Store,Miami,deposit
2024-01-13,503820,32561,2024-01-13 01:51:39,debit,2480.06,Bank Transfer,Seattle,transfer
2024-01-13,503821,32561,2024-01-13 12:44:47,debit,1711.77,Amazon,San Diego,entertainment
2024-01-13,503822,32561,2024-01-13 15:42:23,credit,3991.13,Netflix,Chicago,utility
2024-01-13,503823,32561,2024-01-13 08:27:08,debit,392.88,Netflix,San Diego,electronics
2024-01-13,503824,32570,2024-01-13 09:00:33,debit,1926.97,Walmart,Chicago,entertainment
2024-01-13,503825,32570,2024-01-13 11:33:30,credit,1873.38,Payroll Inc,Miami,salary
2024-01-13,503826,32570,2024-01-13 09:22:08,credit,869.83,Payroll Inc,New York,transfer
2024-01-13,503827,32570,2024-01-13 09:22:36,debit,2556.31,Netflix,Boston,salary
2024-01-13,503828,32570,2024-01-13 05:49:03,debit,3107.56,Starbucks,Denver,utility
2024-01-13,503829,32570,2024-01-13 08:31:16,debit,4161.46,Spotify,New York,subscription
2024-01-13,503830,32571,2024-01-13 12:00:44,debit,4107.71,Bank Transfer,Miami,grocery
2024-01-13,503831,32571,2024-01-13 15:14:49,debit,3383.82,Amazon,Miami,subscription
2024-01-13,503832,32571,2024-01-13 10:12:32,credit,4139.1,Bank Transfer,Atlanta,transfer
2024-01-13,503833,32572,2024-01-13 22:07:46,credit,2004.29,Apple Store,New York,entertainment
2024-01-13,503834,32572,2024-01-13 05:16:13,debit,3927.38,Spotify,Chicago,subscription
2024-01-13,503835,32572,2024-01-13 09:17:49,debit,1809.7,Apple Store,Boston,salary
2024-01-13,503836,32572,2024-01-13 16:59:12,debit,3048.56,Amazon,Austin,transport
2024-01-13,503837,32572,2024-01-13 21:29:54,debit,1426.9,Uber,Seattle,shopping
2024-01-13,503838,32572,2024-01-13 18:58:52,credit,1016.41,Uber,Seattle,salary
2024-01-13,503839,32572,2024-01-13 22:23:34,debit,4576.84,Amazon,New York,entertainment
2024-01-13,503840,32572,2024-01-13 23:46:52,credit,3322.7,Target,Boston,deposit
2024-01-13,503841,32580,2024-01-13 07:46:40,credit,2546.66,Payroll Inc,Miami,entertainment
2024-01-13,503842,32580,2024-01-13 22:22:08,debit,268.82,Bank Transfer,Boston,subscription
2024-01-13,503843,32580,2024-01-13 22:31:14,debit,490.65,Bank Transfer,Seattle,salary
2024-01-13,503844,32580,2024-01-13 20:39:04,credit,3934.44,Cash Deposit,Seattle,entertainment
2024-01-13,503845,32580,2024-01-13 16:45:59,debit,2420.75,Starbucks,Austin,grocery
2024-01-13,503846,32580,2024-01-13 20:33:59,debit,2256.65,Starbucks,Boston,entertainment
2024-01-13,503847,32580,2024-01-13 10:37:55,debit,2974.69,Target,Chicago,electronics
2024-01-13,503848,32580,2024-01-13 07:09:15,debit,1371.55,Starbucks,New York,grocery
2024-01-13,503849,32580,2024-01-13 00:12:50,debit,3231.36,Shell,Atlanta,subscription
2024-01-13,503850,32580,2024-01-13 20:24:20,debit,3064.98,Spotify,San Diego,entertainment
2024-01-13,503851,32590,2024-01-13 14:51:28,debit,2296.73,Apple Store,San Diego,entertainment
2024-01-13,503852,32590,2024-01-13 02:30:18,debit,3618.28,Spotify,Denver,transfer
2024-01-13,503853,32590,2024-01-13 18:23:09,debit,378.51,Spotify,Atlanta,entertainment
2024-01-13,503854,32590,2024-01-13 04:48:42,debit,359.28,Apple Store,Chicago,subscription
2024-01-13,503855,32590,2024-01-13 08:54:15,debit,301.47,Bank Transfer,San Diego,grocery
2024-01-13,503856,32590,2024-01-13 05:25:16,debit,1175.87,Netflix,Atlanta,grocery
2024-01-13,503857,32590,2024-01-13 13:10:03,credit,869.89,Bank Transfer,Seattle,entertainment
2024-01-13,503858,32591,2024-01-13 15:07:18,credit,1188.56,Target,Chicago,entertainment
2024-01-13,503859,32591,2024-01-13 17:26:08,credit,3691.66,Target,New York,deposit
2024-01-13,503860,32591,2024-01-13 18:34:43,debit,1531.98,Cash Deposit,Denver,deposit
2024-01-13,503861,32591,2024-01-13 06:42:21,debit,116.65,Walmart,Chicago,transport
2024-01-13,503862,32591,2024-01-13 03:37:50,credit,4832.65,Starbucks,Boston,shopping
2024-01-13,503863,32591,2024-01-13 15:47:26,debit,2803.58,Starbucks,Atlanta,utility
2024-01-14,503864,32600,2024-01-14 02:50:56,debit,2231.29,Netflix,Chicago,entertainment
2024-01-14,503865,32600,2024-01-14 18:14:30,debit,3750.67,Payroll Inc,Seattle,utility
2024-01-14,503866,32600,2024-01-14 12:54:08,debit,673.23,Payroll Inc,Denver,deposit
2024-01-14,503867,32600,2024-01-14 19:48:10,debit,127.27,Apple Store,Boston,subscription
2024-01-14,503868,32600,2024-01-14 16:42:11,debit,2722.81,Bank Transfer,Boston,transport
2024-01-14,503869,32600,2024-01-14 01:41:39,debit,699.81,Netflix,San Diego,entertainment
2024-01-14,503870,32600,2024-01-14 13:51:49,credit,1510.33,Payroll Inc,Denver,grocery
2024-01-14,503871,32600,2024-01-14 17:59:40,debit,3637.88,Starbucks,San Diego,entertainment
2024-01-14,503872,32600,2024-01-14 04:01:16,debit,2285.94,Amazon,San Diego,grocery
2024-01-14,503873,32600,2024-01-14 22:47:58,debit,1873.59,Uber,Atlanta,subscription
2024-01-14,503874,32610,2024-01-14 18:35:14,credit,4634.94,Spotify,Denver,transfer
2024-01-14,503875,32610,2024-01-14 20:20:34,credit,1157.4,Starbucks,San Diego,transfer
2024-01-14,503876,32610,2024-01-14 08:00:21,debit,3017.15,Netflix,Seattle,salary
2024-01-14,503877,32610,2024-01-14 08:15:55,debit,394.71,Apple Store,San Francisco,grocery
2024-01-14,503878,32610,2024-01-14 05:16:41,credit,3535.03,Target,Chicago,entertainment
2024-01-14,503879,32610,2024-01-14 23:26:30,debit,4675.28,Payroll Inc,Austin,utility
2024-01-14,503880,32610,2024-01-14 08:07:16,debit,219.36,Uber,New York,salary
2024-01-14,503881,32610,2024-01-14 05:17:05,debit,410.7,Cash Deposit,Miami,grocery
2024-01-14,503882,32610,2024-01-14 18:41:53,debit,2399.59,Bank Transfer,Seattle,food
2024-01-14,503883,32610,2024-01-14 03:11:09,debit,2232.3,Target,Denver,entertainment
2024-01-14,503884,32610,2024-01-14 01:56:42,credit,2402.81,Netflix,Boston,transfer
2024-01-14,503885,32610,2024-01-14 22:18:43,debit,4182.72,Bank Transfer,San Diego,utility
2024-01-14,503886,32611,2024-01-14 04:54:31,debit,622.07,Uber,Atlanta,salary
2024-01-14,503887,32611,2024-01-14 12:13:27,credit,1780.37,Shell,Chicago,transfer
2024-01-14,503888,32611,2024-01-14 22:33:59,debit,510.93,Starbucks,Denver,shopping
2024-01-14,503889,32611,2024-01-14 17:55:55,debit,4004.14,Shell,Austin,salary
2024-01-14,503890,32611,2024-01-14 08:51:23,debit,2040.27,Amazon,Miami,utility
2024-01-14,503891,32620,2024-01-14 20:53:49,credit,1057.08,Shell,San Francisco,entertainment
2024-01-14,503892,32620,2024-01-14 21:08:41,credit,268.71,Bank Transfer,Miami,food
2024-01-14,503893,32620,2024-01-14 04:08:39,credit,3215.37,Starbucks,Boston,shopping
2024-01-14,503894,32620,2024-01-14 15:30:39,credit,1740.95,Netflix,Miami,shopping
2024-01-14,503895,32630,2024-01-14 21:55:12,credit,1214.12,Netflix,Miami,utility
2024-01-14,503896,32630,2024-01-14 13:00:26,debit,1858.49,Apple Store,Atlanta,subscription
2024-01-14,503897,32630,2024-01-14 12:26:33,debit,4519.12,Spotify,San Francisco,utility
2024-01-14,503898,32630,2024-01-14 19:57:28,credit,619.19,Cash Deposit,San Diego,subscription
2024-01-14,503899,32630,2024-01-14 21:58:55,debit,728.35,Apple Store,Austin,shopping
2024-01-14,503900,32630,2024-01-14 15:56:42,credit,349.63,Target,Miami,electronics
2024-01-14,503901,32630,2024-01-14 20:18:12,credit,334.78,Shell,San Diego,deposit
2024-01-14,503902,32640,2024-01-14 09:24:03,debit,1040.34,Bank Transfer,San Diego,electronics
2024-01-14,503903,32640,2024-01-14 08:30:38,debit,1948.67,Starbucks,San Francisco,subscription
2024-01-14,503904,32640,2024-01-14 00:18:57,credit,4005.1,Target,Denver,transfer
2024-01-14,503905,32640,2024-01-14 12:17:39,credit,3109.19,Netflix,San Francisco,salary
2024-01-14,503906,32640,2024-01-14 11:08:08,debit,3941.51,Bank Transfer,Boston,grocery
2024-01-14,503907,32640,2024-01-14 22:55:27,debit,3647.17,Bank Transfer,San Francisco,utility
2024-01-14,503908,32640,2024-01-14 06:24:07,debit,2305.05,Netflix,Seattle,electronics
2024-01-14,503909,32640,2024-01-14 23:41:48,credit,4628.72,Payroll Inc,Denver,transfer
2024-01-14,503910,32641,2024-01-14 01:02:52,debit,681.29,Cash Deposit,Seattle,transport
2024-01-14,503911,32641,2024-01-14 00:24:28,debit,902.12,Walmart,Miami,entertainment
2024-01-14,503912,32641,2024-01-14 06:12:58,debit,4725.54,Amazon,San Francisco,transfer
2024-01-14,503913,32641,2024-01-14 08:21:25,credit,307.59,Netflix,Seattle,grocery
2024-01-14,503914,32641,2024-01-14 08:32:41,debit,1543.4,Starbucks,Chicago,transfer
2024-01-14,503915,32641,2024-01-14 03:38:11,debit,1550.71,Uber,Miami,transport
2024-01-14,503916,32641,2024-01-14 20:07:29,credit,1354.49,Netflix,New York,grocery
2024-01-14,503917,32641,2024-01-14 10:10:36,debit,4184.08,Apple Store,New York,utility
2024-01-14,503918,32641,2024-01-14 11:12:04,debit,1755.84,Amazon,Chicago,entertainment
2024-01-14,503919,32641,2024-01-14 18:44:29,debit,326.56,Apple Store,Denver,transport
2024-01-14,503920,32642,2024-01-14 17:01:10,debit,1555.92,Netflix,Miami,transport
2024-01-14,503921,32642,2024-01-14 11:49:30,credit,3422.2,Target,New York,transfer
2024-01-14,503922,32642,2024-01-14 06:31:12,debit,381.39,Amazon,New York,entertainment
2024-01-14,503923,32642,2024-01-14 07:16:06,debit,1598.31,Uber,Miami,utility
2024-01-14,503924,32642,2024-01-14 21:36:48,credit,177.13,Walmart,Seattle,deposit
2024-01-14,503925,32642,2024-01-14 13:54:59,debit,2164.48,Netflix,Denver,utility
2024-01-14,503926,32650,2024-01-14 00:35:28,credit,3965.45,Uber,Miami,transport
2024-01-14,503927,32650,2024-01-14 23:48:02,debit,744.83,Starbucks,Denver,salary
2024-01-14,503928,32650,2024-01-14 06:28:08,debit,939.92,Payroll Inc,Seattle,subscription
2024-01-14,503929,32650,2024-01-14 10:55:09,debit,2694.45,Spotify,Seattle,transport
2024-01-14,503930,32650,2024-01-14 07:35:53,debit,513.54,Shell,Atlanta,salary
2024-01-14,503931,32650,2024-01-14 15:52:50,credit,1272.75,Starbucks,Atlanta,salary
2024-01-14,503932,32650,2024-01-14 13:10:44,credit,879.46,Spotify,Atlanta,grocery
2024-01-14,503933,32650,2024-01-14 13:58:14,credit,4723.63,Bank Transfer,Austin,electronics
2024-01-14,503934,32650,2024-01-14 00:45:29,debit,1021.81,Starbucks,San Francisco,electronics
2024-01-14,503935,32650,2024-01-14 05:56:16,credit,4262.97,Netflix,Atlanta,utility
2024-01-14,503936,32650,2024-01-14 13:35:18,debit,4395.81,Cash Deposit,New York,subscription
2024-01-14,503937,32650,2024-01-14 20:43:41,debit,4521.63,Payroll Inc,San Diego,electronics
2024-01-14,503938,32651,2024-01-14 20:00:17,debit,23.65,Target,San Francisco,electronics
2024-01-14,503939,32651,2024-01-14 09:58:29,debit,2543.79,Cash Deposit,Seattle,transport
2024-01-14,503940,32651,2024-01-14 10:22:09,debit,3052.99,Payroll Inc,Denver,transfer
2024-01-14,503941,32651,2024-01-14 15:47:17,debit,2945.63,Target,San Francisco,transport
2024-01-14,503942,32652,2024-01-14 21:16:17,debit,4231.55,Target,Boston,shopping
2024-01-14,503943,32652,2024-01-14 02:56:29,debit,3793.83,Bank Transfer,San Diego,deposit
2024-01-14,503944,32652,2024-01-14 03:44:11,debit,2402.69,Apple Store,Denver,salary
2024-01-14,503945,32652,2024-01-14 11:51:42,debit,1694.19,Bank Transfer,Atlanta,salary
2024-01-14,503946,32652,2024-01-14 00:43:41,debit,1922.41,Netflix,San Diego,transport
2024-01-14,503947,32652,2024-01-14 20:29:50,credit,3415.77,Spotify,San Diego,subscription
2024-01-14,503948,32652,2024-01-14 13:23:46,debit,3198.67,Payroll Inc,San Francisco,transfer
2024-01-14,503949,32652,2024-01-14 11:55:47,debit,4882.05,Uber,Austin,food
2024-01-14,503950,32652,2024-01-14 23:30:34,debit,2045.39,Shell,San Francisco,subscription
2024-01-14,503951,32660,2024-01-14 04:31:41,debit,167.43,Walmart,Austin,food
2024-01-14,503952,32660,2024-01-14 08:45:51,debit,4356.6,Cash Deposit,Denver,grocery
2024-01-14,503953,32660,2024-01-14 13:42:14,credit,1504.97,Amazon,Denver,subscription
2024-01-14,503954,32660,2024-01-14 18:50:03,debit,2865.28,Shell,Denver,transfer
2024-01-14,503955,32660,2024-01-14 01:53:05,debit,980.12,Bank Transfer,Austin,subscription
2024-01-14,503956,32660,2024-01-14 00:41:23,debit,423.82,Amazon,Miami,deposit
2024-01-14,503957,32660,2024-01-14 19:59:54,debit,3005.81,Amazon,San Francisco,entertainment
2024-01-14,503958,32660,2024-01-14 07:35:14,debit,1470.44,Bank Transfer,Austin,grocery
2024-01-14,503959,32660,2024-01-14 17:49:49,debit,2621.38,Cash Deposit,New York,subscription
2024-01-14,503960,32660,2024-01-14 14:06:03,debit,734.26,Spotify,Denver,subscription
2024-01-14,503961,32670,2024-01-14 07:08:33,debit,2199.28,Payroll Inc,Chicago,deposit
2024-01-14,503962,32670,2024-01-14 01:44:27,debit,1099.98,Amazon,Boston,transport
2024-01-14,503963,32670,2024-01-14 10:11:32,credit,2305.46,Payroll Inc,Miami,entertainment
2024-01-14,503964,32670,2024-01-14 15:03:15,credit,1941.23,Payroll Inc,Boston,transfer
2024-01-14,503965,32670,2024-01-14 11:24:06,debit,2547.69,Bank Transfer,San Francisco,deposit
2024-01-14,503966,32671,2024-01-14 10:23:09,credit,3564.6,Walmart,San Francisco,electronics
2024-01-14,503967,32671,2024-01-14 06:55:37,debit,2299.02,Uber,New York,subscription
2024-01-14,503968,32671,2024-01-14 17:20:16,debit,2100.04,Cash Deposit,San Diego,food
2024-01-14,503969,32671,2024-01-14 09:39:12,credit,113.61,Cash Deposit,Denver,deposit
2024-01-14,503970,32671,2024-01-14 12:54:50,debit,2984.27,Apple Store,Seattle,transport
2024-01-14,503971,32671,2024-01-14 03:12:49,debit,3772.15,Spotify,Seattle,food
2024-01-14,503972,32680,2024-01-14 10:34:37,debit,1717.68,Bank Transfer,Austin,entertainment
2024-01-14,503973,32680,2024-01-14 23:55:43,debit,1230.76,Walmart,Seattle,entertainment
2024-01-14,503974,32680,2024-01-14 04:44:16,credit,2149.76,Starbucks,New York,food
2024-01-14,503975,32680,2024-01-14 09:28:28,debit,4277.48,Target,Chicago,shopping
2024-01-14,503976,32680,2024-01-14 02:10:55,debit,4074.85,Target,Austin,salary
2024-01-14,503977,32680,2024-01-14 02:49:56,debit,3447.48,Target,Atlanta,utility
2024-01-14,503978,32681,2024-01-14 07:49:45,debit,2239.66,Uber,Denver,salary
2024-01-14,503979,32681,2024-01-14 02:47:07,debit,1532.76,Cash Deposit,Denver,shopping
2024-01-14,503980,32681,2024-01-14 18:35:41,debit,3239.9,Bank Transfer,Boston,entertainment
2024-01-14,503981,32681,2024-01-14 00:00:07,debit,2308.33,Target,Denver,salary
2024-01-14,503982,32681,2024-01-14 23:41:54,credit,4169.64,Bank Transfer,Miami,utility
2024-01-14,503983,32681,2024-01-14 00:34:33,debit,3560.36,Apple Store,Denver,electronics
2024-01-14,503984,32681,2024-01-14 21:51:35,debit,84.86,Netflix,San Francisco,shopping
2024-01-14,503985,32681,2024-01-14 10:03:25,debit,3507.22,Shell,Seattle,food
2024-01-14,503986,32681,2024-01-14 06:34:15,debit,930.49,Payroll Inc,San Diego,food
2024-01-14,503987,32681,2024-01-14 11:29:19,debit,2406.41,Spotify,San Francisco,transfer
2024-01-14,503988,32681,2024-01-14 15:22:35,debit,778.67,Uber,New York,electronics
2024-01-14,503989,32682,2024-01-14 08:52:13,debit,2954.31,Amazon,San Diego,deposit
2024-01-14,503990,32682,2024-01-14 18:13:00,debit,1306.49,Uber,San Diego,grocery
2024-01-14,503991,32682,2024-01-14 00:05:49,debit,3028.93,Uber,Chicago,food
2024-01-14,503992,32682,2024-01-14 06:03:41,credit,1130.42,Bank Transfer,Boston,entertainment
2024-01-14,503993,32682,2024-01-14 08:12:57,credit,4960.57,Bank Transfer,Denver,salary
2024-01-14,503994,32682,2024-01-14 11:17:24,credit,4322.77,Cash Deposit,San Diego,shopping
2024-01-14,503995,32682,2024-01-14 07:25:10,debit,1018.58,Apple Store,Chicago,transfer
2024-01-14,503996,32682,2024-01-14 06:50:28,debit,1777.35,Apple Store,Seattle,transport
2024-01-14,503997,32682,2024-01-14 15:14:01,credit,2673.02,Amazon,Austin,subscription
2024-01-14,503998,32682,2024-01-14 22:38:46,credit,3879.33,Apple Store,Miami,shopping
2024-01-14,503999,32690,2024-01-14 04:01:36,debit,1726.46,Target,Miami,subscription
2024-01-14,504000,32690,2024-01-14 19:35:21,debit,4269.22,Target,Seattle,transport
2024-01-14,504001,32690,2024-01-14 19:23:14,credit,2860.13,Bank Transfer,New York,food
2024-01-14,504002,32690,2024-01-14 07:08:20,credit,326.09,Uber,Denver,subscription
2024-01-14,504003,32690,2024-01-14 09:26:02,debit,3033.89,Walmart,San Diego,grocery
2024-01-14,504004,32690,2024-01-14 03:44:33,debit,4381.63,Target,Boston,subscription
2024-01-14,504005,32690,2024-01-14 01:53:38,credit,3677.79,Amazon,Miami,shopping
2024-01-14,504006,32690,2024-01-14 18:45:03,debit,2361.44,Spotify,San Diego,shopping
2024-01-14,504007,32690,2024-01-14 03:10:23,debit,2008.49,Spotify,Seattle,shopping
2024-01-14,504008,32690,2024-01-14 12:06:00,credit,1782.44,Spotify,New York,shopping
2024-01-14,504009,32690,2024-01-14 11:40:38,debit,949.86,Uber,San Diego,food
2024-01-14,504010,32691,2024-01-14 22:21:06,debit,3318.56,Apple Store,Austin,deposit
2024-01-14,504011,32691,2024-01-14 14:48:37,debit,3539.89,Spotify,San Diego,electronics
2024-01-14,504012,32691,2024-01-14 11:03:10,debit,2792.25,Walmart,San Francisco,utility
2024-01-14,504013,32691,2024-01-14 03:34:41,debit,4693.86,Target,San Diego,electronics
2024-01-14,504014,32691,2024-01-14 05:33:34,debit,1534.62,Amazon,San Francisco,shopping
2024-01-14,504015,32691,2024-01-14 00:50:02,debit,524.1,Shell,Denver,entertainment
2024-01-14,504016,32691,2024-01-14 13:51:17,debit,467.32,Starbucks,Atlanta,entertainment
2024-01-14,504017,32691,2024-01-14 04:49:15,debit,1251.04,Shell,Chicago,salary
2024-01-14,504018,32692,2024-01-14 23:40:47,credit,4178.45,Target,Denver,grocery
2024-01-14,504019,32692,2024-01-14 01:06:34,debit,3157.5,Cash Deposit,San Francisco,shopping
2024-01-14,504020,32692,2024-01-14 00:08:28,debit,2843.95,Walmart,Austin,deposit
2024-01-14,504021,32692,2024-01-14 04:42:54,credit,2756.79,Cash Deposit,New York,subscription
2024-01-14,504022,32692,2024-01-14 05:44:56,debit,234.09,Netflix,Boston,transport
2024-01-14,504023,32700,2024-01-14 06:46:54,credit,4057.2,Apple Store,Atlanta,entertainment
2024-01-14,504024,32700,2024-01-14 00:50:23,debit,737.95,Netflix,Atlanta,salary
2024-01-14,504025,32700,2024-01-14 00:34:48,credit,220.55,Bank Transfer,New York,grocery
2024-01-14,504026,32700,2024-01-14 06:37:25,debit,2093.13,Apple Store,San Diego,deposit
2024-01-14,504027,32700,2024-01-14 09:35:36,debit,4023.41,Shell,San Francisco,electronics
2024-01-14,504028,32700,2024-01-14 01:31:00,debit,117.45,Amazon,Atlanta,utility
2024-01-14,504029,32700,2024-01-14 18:23:19,debit,1961.32,Shell,San Diego,subscription
2024-01-14,504030,32700,2024-01-14 01:17:03,debit,1945.25,Netflix,Austin,salary
2024-01-14,504031,32701,2024-01-14 22:41:55,credit,371.27,Payroll Inc,New York,salary
2024-01-14,504032,32701,2024-01-14 23:33:43,debit,4637.46,Target,New York,shopping
2024-01-14,504033,32701,2024-01-14 03:33:24,credit,4340.81,Bank Transfer,Denver,food
2024-01-14,504034,32701,2024-01-14 10:10:27,debit,2946.02,Netflix,Boston,shopping
2024-01-14,504035,32701,2024-01-14 21:01:23,debit,1072.38,Starbucks,Seattle,electronics
2024-01-14,504036,32701,2024-01-14 04:24:52,credit,3651.65,Bank Transfer,San Francisco,electronics
2024-01-14,504037,32701,2024-01-14 08:57:09,debit,4753.74,Target,San Diego,transport
