business_effective_date,card_id,customer_id,account_id,card_type,issued_date,status
2024-01-15,41810,1281,32810,debit,2024-02-04,active
2024-01-15,41811,1281,32811,debit,2024-02-03,active
2024-01-15,41820,1282,32820,debit,2023-02-16,active
2024-01-15,41821,1282,32821,debit,2023-02-02,active
2024-01-15,41830,1283,32830,debit,2023-10-05,active
2024-01-15,41840,1284,32840,debit,2023-08-18,active
2024-01-15,41850,1285,32850,debit,2024-01-07,active
2024-01-15,41860,1286,32860,debit,2023-07-31,blocked
2024-01-15,41870,1287,32870,debit,2024-02-29,active
2024-01-15,41880,1288,32880,credit,2023-09-20,active
2024-01-15,41881,1288,32881,credit,2023-10-01,active
2024-01-15,41890,1289,32890,debit,2023-09-14,active
2024-01-15,41891,1289,32891,debit,2023-09-20,active
2024-01-15,41900,1290,32900,credit,2024-01-12,blocked
2024-01-15,41910,1291,32910,debit,2024-02-01,active
2024-01-15,41911,1291,32911,debit,2024-02-17,active
2024-01-15,41920,1292,32920,debit,2024-01-12,active
2024-01-15,41921,1292,32921,credit,2023-12-13,blocked
2024-01-15,41922,1292,32922,debit,2023-12-24,active
2024-01-15,41930,1293,32930,debit,2023-10-23,blocked
2024-01-15,41931,1293,32931,debit,2023-11-14,active
2024-01-15,41932,1293,32932,debit,2023-11-08,active
2024-01-15,41940,1294,32940,credit,2023-08-27,blocked
2024-01-15,41942,1294,32942,debit,2023-10-01,blocked
2024-01-15,41950,1295,32950,debit,2023-10-21,blocked
2024-01-15,41951,1295,32951,debit,2023-11-14,active
2024-01-15,41952,1295,32952,debit,2023-11-03,active
2024-01-15,41960,1296,32960,credit,2023-09-24,active
2024-01-15,41961,1296,32961,debit,2023-09-19,blocked
2024-01-15,41970,1297,32970,debit,2023-12-04,active
2024-01-15,41971,1297,32971,debit,2023-11-14,blocked
2024-01-15,41980,1298,32980,debit,2023-08-04,active
2024-01-15,41990,1299,32990,credit,2023-10-13,active
2024-01-16,42000,1300,33000,credit,2023-07-20,active
2024-01-16,42001,1300,33001,debit,2023-07-28,active
2024-01-16,42010,1301,33010,credit,2023-09-24,active
2024-01-16,42011,1301,33011,debit,2023-08-23,active
2024-01-16,42020,1302,33020,debit,2023-02-18,active
2024-01-16,42030,1303,33030,debit,2023-10-24,active
2024-01-16,42040,1304,33040,debit,2023-05-21,blocked
2024-01-16,42041,1304,33041,debit,2023-05-04,active
2024-01-16,42050,1305,33050,debit,2023-10-04,active
2024-01-16,42051,1305,33051,debit,2023-09-18,active
2024-01-16,42052,1305,33052,credit,2023-09-17,active
2024-01-16,42060,1306,33060,credit,2023-09-28,blocked
2024-01-16,42061,1306,33061,credit,2023-09-21,active
2024-01-16,42062,1306,33062,debit,2023-08-31,active
2024-01-16,42070,1307,33070,debit,2023-03-12,active
2024-01-16,42071,1307,33071,debit,2023-02-26,blocked
2024-01-16,42072,1307,33072,credit,2023-02-08,active
2024-01-16,42080,1308,33080,debit,2024-02-13,active
2024-01-16,42090,1309,33090,debit,2023-03-07,active
2024-01-16,42091,1309,33091,debit,2023-03-02,active
2024-01-16,42092,1309,33092,debit,2023-03-19,active
2024-01-16,42100,1310,33100,debit,2024-02-07,active
2024-01-16,42101,1310,33101,debit,2024-02-07,active
2024-01-16,42102,1310,33102,debit,2024-02-13,active
2024-01-16,42110,1311,33110,debit,2024-02-04,active
2024-01-16,42120,1312,33120,debit,2023-05-07,blocked
2024-01-16,42121,1312,33121,debit,2023-05-30,active
2024-01-16,42130,1313,33130,debit,2023-10-27,active
2024-01-16,42131,1313,33131,debit,2023-10-04,blocked
2024-01-16,42140,1314,33140,debit,2023-07-08,blocked
2024-01-16,42150,1315,33150,credit,2023-03-27,active
2024-01-16,42151,1315,33151,debit,2023-03-27,active
2024-01-16,42160,1316,33160,credit,2023-04-17,active
2024-01-16,42170,1317,33170,debit,2023-08-10,active
2024-01-16,42171,1317,33171,debit,2023-08-24,active
2024-01-16,42172,1317,33172,debit,2023-08-31,blocked
2024-01-16,42180,1318,33180,debit,2023-12-12,active
2024-01-16,42181,1318,33181,debit,2024-01-02,active
2024-01-16,42182,1318,33182,debit,2024-01-04,active
2024-01-16,42190,1319,33190,debit,2023-07-20,blocked
2024-01-17,42200,1320,33200,debit,2023-05-19,active
2024-01-17,42201,1320,33201,debit,2023-05-13,active
2024-01-17,42210,1321,33210,debit,2023-07-05,active
2024-01-17,42220,1322,33220,debit,2023-02-09,active
2024-01-17,42221,1322,33221,debit,2023-02-24,active
2024-01-17,42230,1323,33230,debit,2023-06-07,active
2024-01-17,42231,1323,33231,debit,2023-06-17,active
2024-01-17,42232,1323,33232,debit,2023-06-22,active
2024-01-17,42240,1324,33240,debit,2023-11-23,active
2024-01-17,42250,1325,33250,debit,2023-02-10,active
2024-01-17,42260,1326,33260,debit,2023-08-14,active
2024-01-17,42270,1327,33270,credit,2023-10-26,blocked
2024-01-17,42271,1327,33271,debit,2023-10-04,active
2024-01-17,42272,1327,33272,credit,2023-09-24,active
2024-01-17,42281,1328,33281,credit,2023-02-26,active
2024-01-17,42290,1329,33290,debit,2023-12-21,active
2024-01-17,42291,1329,33291,credit,2023-12-29,active
2024-01-17,42300,1330,33300,credit,2023-11-13,blocked
2024-01-17,42310,1331,33310,debit,2023-10-07,blocked
2024-01-17,42320,1332,33320,debit,2023-12-30,blocked
2024-01-17,42321,1332,33321,debit,2024-01-20,active
2024-01-17,42330,1333,33330,debit,2023-08-26,active
2024-01-17,42331,1333,33331,credit,2023-09-03,blocked
2024-01-17,42332,1333,33332,debit,2023-10-01,blocked
2024-01-17,42341,1334,33341,credit,2024-03-05,active
2024-01-17,42350,1335,33350,credit,2023-06-06,active
2024-01-17,42360,1336,33360,debit,2023-09-12,active
2024-01-17,42361,1336,33361,credit,2023-09-10,blocked
2024-01-17,42362,1336,33362,debit,2023-09-23,active
2024-01-17,42370,1337,33370,debit,2023-04-02,active
2024-01-17,42371,1337,33371,credit,2023-04-20,active
2024-01-17,42372,1337,33372,debit,2023-04-26,blocked
2024-01-17,42380,1338,33380,debit,2023-02-27,active
2024-01-17,42381,1338,33381,credit,2023-03-13,active
2024-01-17,42382,1338,33382,debit,2023-02-22,active
2024-01-17,42390,1339,33390,credit,2024-01-27,active
2024-01-17,42391,1339,33391,credit,2024-01-08,active
2024-01-18,42400,1340,33400,credit,2023-08-01,blocked
2024-01-18,42401,1340,33401,credit,2023-08-14,active
2024-01-18,42402,1340,33402,debit,2023-08-09,active
2024-01-18,42410,1341,33410,debit,2023-06-22,blocked
2024-01-18,42420,1342,33420,debit,2023-08-28,blocked
2024-01-18,42430,1343,33430,debit,2024-02-07,active
2024-01-18,42440,1344,33440,credit,2023-12-05,active
2024-01-18,42441,1344,33441,debit,2023-11-13,active
2024-01-18,42450,1345,33450,debit,2023-10-02,active
2024-01-18,42460,1346,33460,debit,2023-03-15,active
2024-01-18,42461,1346,33461,debit,2023-02-28,active
2024-01-18,42470,1347,33470,debit,2023-03-27,active
2024-01-18,42471,1347,33471,debit,2023-04-27,active
2024-01-18,42480,1348,33480,credit,2023-10-18,active
2024-01-18,42490,1349,33490,debit,2023-05-18,active
2024-01-18,42500,1350,33500,credit,2024-01-01,blocked
2024-01-18,42502,1350,33502,debit,2024-01-01,blocked
2024-01-18,42511,1351,33511,debit,2023-02-20,active
2024-01-18,42520,1352,33520,credit,2023-07-28,blocked
2024-01-18,42521,1352,33521,debit,2023-07-25,active
2024-01-18,42530,1353,33530,credit,2023-03-28,active
2024-01-18,42531,1353,33531,debit,2023-04-04,active
2024-01-18,42532,1353,33532,debit,2023-04-03,active
2024-01-18,42541,1354,33541,credit,2023-09-30,active
2024-01-18,42550,1355,33550,credit,2023-07-09,blocked
2024-01-18,42551,1355,33551,debit,2023-08-06,active
2024-01-18,42552,1355,33552,debit,2023-07-02,active
2024-01-18,42560,1356,33560,credit,2023-03-13,active
2024-01-18,42561,1356,33561,debit,2023-03-01,active
2024-01-18,42562,1356,33562,debit,2023-02-28,active
2024-01-18,42570,1357,33570,debit,2023-06-30,blocked
2024-01-18,42571,1357,33571,credit,2023-07-18,blocked
2024-01-18,42572,1357,33572,credit,2023-07-22,active
2024-01-18,42580,1358,33580,credit,2023-11-05,active
2024-01-18,42581,1358,33581,debit,2023-10-30,blocked
2024-01-18,42590,1359,33590,credit,2023-09-18,active
2024-01-18,42591,1359,33591,debit,2023-09-25,blocked
2024-01-18,42592,1359,33592,debit,2023-10-04,active
2024-01-19,42600,1360,33600,debit,2023-05-14,active
2024-01-19,42610,1361,33610,debit,2023-09-11,active
2024-01-19,42611,1361,33611,debit,2023-09-03,active
2024-01-19,42620,1362,33620,debit,2023-12-18,active
2024-01-19,42621,1362,33621,debit,2023-12-09,active
2024-01-19,42622,1362,33622,debit,2024-01-05,active
2024-01-19,42630,1363,33630,debit,2023-04-01,blocked
2024-01-19,42640,1364,33640,debit,2023-12-28,active
2024-01-19,42641,1364,33641,debit,2023-12-30,active
2024-01-19,42650,1365,33650,debit,2023-03-20,active
2024-01-19,42651,1365,33651,debit,2023-04-18,active
2024-01-19,42660,1366,33660,debit,2023-12-25,active
2024-01-19,42661,1366,33661,debit,2023-12-28,active
2024-01-19,42670,1367,33670,debit,2023-08-25,blocked
2024-01-19,42671,1367,33671,credit,2023-09-11,active
2024-01-19,42672,1367,33672,credit,2023-08-07,active
2024-01-19,42680,1368,33680,debit,2023-02-24,blocked
2024-01-19,42681,1368,33681,debit,2023-03-14,active
2024-01-19,42682,1368,33682,credit,2023-02-11,active
2024-01-19,42690,1369,33690,debit,2024-01-13,active
2024-01-19,42700,1370,33700,credit,2023-05-26,active
2024-01-19,42701,1370,33701,credit,2023-05-23,blocked
2024-01-19,42702,1370,33702,credit,2023-06-03,active
2024-01-19,42710,1371,33710,debit,2023-09-17,active
2024-01-19,42711,1371,33711,debit,2023-09-28,active
2024-01-19,42712,1371,33712,debit,2023-10-17,active
2024-01-19,42720,1372,33720,debit,2023-04-28,active
2024-01-19,42721,1372,33721,debit,2023-04-26,active
2024-01-19,42722,1372,33722,debit,2023-04-12,active
2024-01-19,42730,1373,33730,credit,2023-10-24,active
2024-01-19,42731,1373,33731,debit,2023-10-12,active
2024-01-19,42740,1374,33740,credit,2023-09-07,active
2024-01-19,42741,1374,33741,debit,2023-09-15,blocked
2024-01-19,42750,1375,33750,debit,2023-06-23,blocked
2024-01-19,42751,1375,33751,credit,2023-05-27,active
2024-01-19,42760,1376,33760,debit,2023-07-29,active
2024-01-19,42761,1376,33761,credit,2023-07-10,blocked
2024-01-19,42762,1376,33762,debit,2023-07-09,active
2024-01-19,42771,1377,33771,debit,2023-04-14,active
2024-01-19,42772,1377,33772,debit,2023-03-14,active
2024-01-19,42780,1378,33780,debit,2023-12-22,active
2024-01-19,42790,1379,33790,debit,2023-06-13,active
2024-01-20,42800,1380,33800,debit,2023-11-16,blocked
2024-01-20,42801,1380,33801,credit,2023-12-19,blocked
2024-01-20,42810,1381,33810,debit,2023-08-18,active
2024-01-20,42830,1383,33830,debit,2023-04-14,active
2024-01-20,42840,1384,33840,credit,2023-06-17,active
2024-01-20,42850,1385,33850,debit,2023-08-17,active
2024-01-20,42851,1385,33851,debit,2023-09-06,blocked
2024-01-20,42871,1387,33871,debit,2024-01-28,blocked
2024-01-20,42880,1388,33880,debit,2023-04-24,active
2024-01-20,42882,1388,33882,debit,2023-03-29,active
2024-01-20,42890,1389,33890,debit,2023-12-03,active
2024-01-20,42901,1390,33901,debit,2024-01-16,blocked
2024-01-20,42902,1390,33902,debit,2024-01-20,blocked
2024-01-20,42910,1391,33910,debit,2023-03-09,active
2024-01-20,42911,1391,33911,debit,2023-04-01,active
2024-01-20,42912,1391,33912,debit,2023-02-19,active
2024-01-20,42920,1392,33920,debit,2023-09-17,active
2024-01-20,42921,1392,33921,credit,2023-09-08,active
2024-01-20,42922,1392,33922,debit,2023-08-25,blocked
2024-01-20,42930,1393,33930,debit,2023-04-22,active
2024-01-20,42940,1394,33940,debit,2024-01-05,active
2024-01-20,42941,1394,33941,credit,2023-12-06,active
2024-01-20,42942,1394,33942,debit,2024-01-06,active
2024-01-20,42950,1395,33950,debit,2023-09-12,active
2024-01-20,42961,1396,33961,debit,2023-12-08,active
2024-01-20,42970,1397,33970,credit,2023-07-21,active
2024-01-20,42971,1397,33971,debit,2023-07-20,active
2024-01-20,42972,1397,33972,credit,2023-07-24,active
2024-01-20,42980,1398,33980,credit,2024-01-13,active
2024-01-20,42990,1399,33990,debit,2023-12-19,active
2024-01-20,42991,1399,33991,debit,2023-12-22,active
2024-01-20,42992,1399,33992,debit,2024-01-27,active
2024-01-21,43001,1400,34001,debit,2024-03-06,blocked
2024-01-21,43002,1400,34002,debit,2024-01-24,active
2024-01-21,43010,1401,34010,debit,2023-10-13,active
2024-01-21,43011,1401,34011,credit,2023-10-14,blocked
2024-01-21,43020,1402,34020,debit,2023-05-19,active
2024-01-21,43021,1402,34021,debit,2023-06-01,blocked
2024-01-21,43022,1402,34022,debit,2023-05-31,blocked
2024-01-21,43030,1403,34030,debit,2023-09-30,active
2024-01-21,43031,1403,34031,debit,2023-09-16,active
2024-01-21,43040,1404,34040,debit,2023-03-28,blocked
2024-01-21,43050,1405,34050,debit,2024-02-17,active
2024-01-21,43051,1405,34051,credit,2024-02-06,blocked
2024-01-21,43060,1406,34060,debit,2023-05-21,active
2024-01-21,43070,1407,34070,debit,2024-02-04,active
2024-01-21,43071,1407,34071,debit,2024-01-05,active
2024-01-21,43080,1408,34080,debit,2023-04-29,active
2024-01-21,43081,1408,34081,credit,2023-05-01,active
2024-01-21,43082,1408,34082,credit,2023-04-29,active
2024-01-21,43090,1409,34090,credit,2023-10-11,active
2024-01-21,43100,1410,34100,debit,2023-06-22,blocked
2024-01-21,43102,1410,34102,debit,2023-06-12,blocked
2024-01-21,43111,1411,34111,debit,2023-10-13,active
2024-01-21,43120,1412,34120,debit,2024-02-10,active
2024-01-21,43121,1412,34121,credit,2024-01-27,active
2024-01-21,43122,1412,34122,credit,2024-02-01,active
2024-01-21,43141,1414,34141,credit,2023-11-01,blocked
2024-01-21,43150,1415,34150,debit,2023-07-08,active
2024-01-21,43160,1416,34160,debit,2023-07-23,active
2024-01-21,43161,1416,34161,credit,2023-07-28,blocked
2024-01-21,43170,1417,34170,credit,2023-09-29,blocked
2024-01-21,43180,1418,34180,debit,2023-12-20,active
2024-01-21,43181,1418,34181,debit,2023-12-16,blocked
2024-01-21,43182,1418,34182,credit,2023-12-13,active
2024-01-21,43190,1419,34190,debit,2023-11-08,active
2024-01-21,43191,1419,34191,debit,2023-09-25,active
2024-01-22,43200,1420,34200,debit,2023-03-20,blocked
2024-01-22,43201,1420,34201,credit,2023-02-21,active
2024-01-22,43210,1421,34210,debit,2023-06-03,active
2024-01-22,43211,1421,34211,debit,2023-06-10,blocked
2024-01-22,43220,1422,34220,debit,2023-11-12,blocked
2024-01-22,43221,1422,34221,debit,2023-11-19,active
2024-01-22,43230,1423,34230,debit,2023-07-15,blocked
2024-01-22,43231,1423,34231,debit,2023-07-13,blocked
2024-01-22,43232,1423,34232,credit,2023-06-23,active
2024-01-22,43240,1424,34240,debit,2023-02-26,active
2024-01-22,43241,1424,34241,debit,2023-03-03,active
2024-01-22,43250,1425,34250,debit,2024-01-02,blocked
2024-01-22,43260,1426,34260,debit,2023-09-03,active
2024-01-22,43270,1427,34270,debit,2024-01-22,active
2024-01-22,43280,1428,34280,debit,2023-08-06,active
2024-01-22,43281,1428,34281,debit,2023-08-13,active
2024-01-22,43282,1428,34282,debit,2023-08-08,blocked
2024-01-22,43290,1429,34290,credit,2023-06-15,active
2024-01-22,43292,1429,34292,credit,2023-06-16,active
2024-01-22,43300,1430,34300,debit,2023-10-07,blocked
2024-01-22,43301,1430,34301,debit,2023-10-05,blocked
2024-01-22,43310,1431,34310,credit,2024-01-30,active
2024-01-22,43320,1432,34320,credit,2023-04-13,active
2024-01-22,43330,1433,34330,credit,2023-02-24,blocked
2024-01-22,43331,1433,34331,debit,2023-02-17,active
2024-01-22,43332,1433,34332,debit,2023-03-07,blocked
2024-01-22,43340,1434,34340,debit,2023-04-23,blocked
2024-01-22,43341,1434,34341,debit,2023-04-09,active
2024-01-22,43342,1434,34342,debit,2023-05-06,active
2024-01-22,43350,1435,34350,credit,2023-04-17,active
2024-01-22,43351,1435,34351,credit,2023-03-27,active
2024-01-22,43352,1435,34352,credit,2023-04-09,active
2024-01-22,43360,1436,34360,credit,2023-06-06,active
2024-01-22,43371,1437,34371,debit,2023-10-29,active
2024-01-22,43372,1437,34372,debit,2023-11-21,active
2024-01-22,43380,1438,34380,credit,2023-04-23,active
2024-01-22,43390,1439,34390,debit,2024-01-24,active
2024-01-23,43400,1440,34400,debit,2023-08-03,active
2024-01-23,43411,1441,34411,credit,2023-02-19,active
2024-01-23,43420,1442,34420,debit,2023-05-15,active
2024-01-23,43421,1442,34421,debit,2023-05-26,blocked
2024-01-23,43430,1443,34430,credit,2023-11-25,active
2024-01-23,43431,1443,34431,debit,2023-12-13,active
2024-01-23,43440,1444,34440,debit,2024-02-28,active
2024-01-23,43450,1445,34450,debit,2024-02-11,blocked
2024-01-23,43451,1445,34451,debit,2024-02-04,blocked
2024-01-23,43452,1445,34452,credit,2024-01-21,active
2024-01-23,43460,1446,34460,credit,2024-02-12,active
2024-01-23,43461,1446,34461,debit,2024-02-27,active
2024-01-23,43462,1446,34462,credit,2024-02-06,active
2024-01-23,43470,1447,34470,credit,2023-12-05,blocked
2024-01-23,43480,1448,34480,credit,2023-03-13,active
2024-01-23,43481,1448,34481,debit,2023-02-20,active
2024-01-23,43490,1449,34490,debit,2024-01-22,active
2024-01-23,43500,1450,34500,debit,2023-09-11,blocked
2024-01-23,43501,1450,34501,credit,2023-08-28,active
2024-01-23,43520,1452,34520,debit,2023-07-06,blocked
2024-01-23,43521,1452,34521,credit,2023-06-24,active
2024-01-23,43522,1452,34522,debit,2023-07-03,active
2024-01-23,43530,1453,34530,debit,2023-09-26,active
2024-01-23,43531,1453,34531,debit,2023-09-28,active
2024-01-23,43540,1454,34540,debit,2023-06-11,blocked
2024-01-23,43541,1454,34541,credit,2023-05-28,active
2024-01-23,43550,1455,34550,debit,2023-07-02,active
2024-01-23,43551,1455,34551,debit,2023-07-13,active
2024-01-23,43560,1456,34560,credit,2023-06-24,blocked
2024-01-23,43570,1457,34570,credit,2024-02-11,blocked
2024-01-23,43571,1457,34571,debit,2024-02-17,active
2024-01-23,43580,1458,34580,credit,2023-05-29,blocked
2024-01-23,43590,1459,34590,credit,2023-03-21,blocked
2024-01-23,43591,1459,34591,debit,2023-03-02,active
2024-01-23,43592,1459,34592,credit,2023-03-11,active
2024-01-24,43600,1460,34600,credit,2023-04-29,active
2024-01-24,43601,1460,34601,debit,2023-04-28,blocked
2024-01-24,43602,1460,34602,credit,2023-05-09,blocked
2024-01-24,43610,1461,34610,debit,2023-10-13,blocked
2024-01-24,43611,1461,34611,debit,2023-10-02,active
2024-01-24,43620,1462,34620,debit,2023-06-27,active
2024-01-24,43630,1463,34630,debit,2023-06-30,active
2024-01-24,43650,1465,34650,credit,2023-08-07,active
2024-01-24,43651,1465,34651,credit,2023-08-24,active
2024-01-24,43660,1466,34660,credit,2023-06-14,active
2024-01-24,43670,1467,34670,debit,2023-09-10,active
2024-01-24,43680,1468,34680,debit,2023-09-23,blocked
2024-01-24,43681,1468,34681,debit,2023-08-15,active
2024-01-24,43682,1468,34682,debit,2023-08-20,active
2024-01-24,43690,1469,34690,debit,2023-07-05,active
2024-01-24,43691,1469,34691,credit,2023-07-17,active
2024-01-24,43700,1470,34700,credit,2024-01-08,blocked
2024-01-24,43701,1470,34701,debit,2024-01-15,blocked
2024-01-24,43702,1470,34702,debit,2023-12-31,active
2024-01-24,43710,1471,34710,debit,2023-06-04,active
2024-01-24,43720,1472,34720,debit,2023-05-29,active
2024-01-24,43730,1473,34730,debit,2023-05-20,active
2024-01-24,43740,1474,34740,debit,2023-10-27,active
2024-01-24,43741,1474,34741,debit,2023-11-16,blocked
2024-01-24,43742,1474,34742,debit,2023-11-24,active
2024-01-24,43750,1475,34750,credit,2023-05-05,active
2024-01-24,43760,1476,34760,debit,2024-02-11,active
2024-01-24,43780,1478,34780,credit,2023-03-14,active
2024-01-24,43781,1478,34781,credit,2023-02-15,active
2024-01-24,43790,1479,34790,credit,2023-07-23,active
2024-01-24,43791,1479,34791,debit,2023-08-02,active
2024-01-24,43792,1479,34792,debit,2023-07-13,active
2024-01-25,43800,1480,34800,debit,2023-10-27,blocked
2024-01-25,43801,1480,34801,credit,2023-11-06,blocked
2024-01-25,43802,1480,34802,debit,2023-11-20,active
2024-01-25,43810,1481,34810,debit,2023-08-07,active
2024-01-25,43812,1481,34812,debit,2023-08-01,active
2024-01-25,43820,1482,34820,debit,2023-10-20,active
2024-01-25,43830,1483,34830,debit,2023-04-29,active
2024-01-25,43840,1484,34840,credit,2023-03-26,active
2024-01-25,43842,1484,34842,debit,2023-03-16,blocked
2024-01-25,43850,1485,34850,debit,2023-05-31,active
2024-01-25,43851,1485,34851,debit,2023-05-21,active
2024-01-25,43852,1485,34852,credit,2023-05-29,active
2024-01-25,43860,1486,34860,debit,2023-10-05,active
2024-01-25,43861,1486,34861,debit,2023-09-21,active
2024-01-25,43871,1487,34871,debit,2023-04-05,blocked
2024-01-25,43880,1488,34880,debit,2023-10-24,active
2024-01-25,43890,1489,34890,credit,2024-01-06,active
2024-01-25,43891,1489,34891,debit,2024-01-05,active
2024-01-25,43900,1490,34900,credit,2024-01-23,active
2024-01-25,43901,1490,34901,debit,2024-01-13,active
2024-01-25,43910,1491,34910,debit,2023-09-08,active
2024-01-25,43911,1491,34911,debit,2023-09-04,active
2024-01-25,43912,1491,34912,debit,2023-08-07,active
2024-01-25,43920,1492,34920,debit,2024-02-04,blocked
2024-01-25,43921,1492,34921,debit,2024-02-08,active
2024-01-25,43930,1493,34930,debit,2023-03-04,active
2024-01-25,43931,1493,34931,debit,2023-03-05,active
2024-01-25,43940,1494,34940,credit,2023-10-31,active
2024-01-25,43950,1495,34950,debit,2023-08-04,active
2024-01-25,43960,1496,34960,debit,2024-01-29,blocked
2024-01-25,43971,1497,34971,debit,2023-10-13,active
2024-01-25,43980,1498,34980,debit,2023-03-25,active
2024-01-25,43990,1499,34990,debit,2023-03-24,active
2024-01-25,43991,1499,34991,debit,2023-04-11,active
2024-01-26,44000,1500,35000,credit,2023-11-27,active
2024-01-26,44010,1501,35010,debit,2023-08-22,active
2024-01-26,44011,1501,35011,debit,2023-09-13,active
2024-01-26,44012,1501,35012,debit,2023-09-10,active
2024-01-26,44030,1503,35030,debit,2023-03-22,blocked
2024-01-26,44040,1504,35040,credit,2023-05-04,active
2024-01-26,44050,1505,35050,debit,2023-09-01,blocked
2024-01-26,44051,1505,35051,credit,2023-09-13,active
2024-01-26,44060,1506,35060,credit,2023-04-06,active
2024-01-26,44062,1506,35062,debit,2023-04-05,active
2024-01-26,44070,1507,35070,credit,2023-04-13,blocked
2024-01-26,44071,1507,35071,debit,2023-03-31,active
2024-01-26,44080,1508,35080,debit,2023-05-10,active
2024-01-26,44081,1508,35081,debit,2023-06-06,blocked
2024-01-26,44110,1511,35110,debit,2023-12-22,active
2024-01-26,44120,1512,35120,debit,2023-04-26,active
2024-01-26,44121,1512,35121,credit,2023-03-29,active
2024-01-26,44130,1513,35130,debit,2023-09-01,active
2024-01-26,44131,1513,35131,debit,2023-09-23,active
2024-01-26,44140,1514,35140,debit,2023-11-22,active
2024-01-26,44141,1514,35141,debit,2023-10-26,active
2024-01-26,44150,1515,35150,credit,2024-01-23,active
2024-01-26,44151,1515,35151,credit,2023-12-14,active
2024-01-26,44152,1515,35152,debit,2023-12-22,active
2024-01-26,44160,1516,35160,debit,2023-08-11,active
2024-01-26,44180,1518,35180,debit,2024-01-06,active
2024-01-26,44181,1518,35181,debit,2024-01-20,active
2024-01-26,44190,1519,35190,debit,2023-06-20,active
2024-01-27,44200,1520,35200,credit,2023-08-30,active
2024-01-27,44201,1520,35201,debit,2023-08-03,active
2024-01-27,44202,1520,35202,credit,2023-09-06,active
2024-01-27,44210,1521,35210,debit,2024-02-01,active
2024-01-27,44211,1521,35211,debit,2024-03-12,active
2024-01-27,44220,1522,35220,debit,2023-08-14,blocked
2024-01-27,44222,1522,35222,debit,2023-08-15,active
2024-01-27,44230,1523,35230,debit,2024-01-07,active
2024-01-27,44240,1524,35240,debit,2023-12-24,blocked
2024-01-27,44250,1525,35250,debit,2023-08-14,active
2024-01-27,44251,1525,35251,debit,2023-08-11,active
2024-01-27,44260,1526,35260,debit,2023-07-04,active
2024-01-27,44261,1526,35261,debit,2023-07-17,active
2024-01-27,44262,1526,35262,credit,2023-06-28,active
2024-01-27,44270,1527,35270,credit,2023-11-17,active
2024-01-27,44271,1527,35271,debit,2023-12-09,blocked
2024-01-27,44280,1528,35280,debit,2023-07-28,active
2024-01-27,44281,1528,35281,debit,2023-08-05,active
2024-01-27,44290,1529,35290,credit,2023-07-26,active
2024-01-27,44291,1529,35291,credit,2023-08-15,blocked
2024-01-27,44300,1530,35300,debit,2023-02-28,active
2024-01-27,44310,1531,35310,credit,2023-06-25,active
2024-01-27,44311,1531,35311,debit,2023-06-11,active
2024-01-27,44312,1531,35312,credit,2023-06-22,active
2024-01-27,44321,1532,35321,debit,2023-07-10,active
2024-01-27,44322,1532,35322,credit,2023-06-20,active
2024-01-27,44330,1533,35330,credit,2023-11-23,active
2024-01-27,44331,1533,35331,debit,2023-11-29,active
2024-01-27,44341,1534,35341,debit,2023-08-14,active
2024-01-27,44350,1535,35350,debit,2023-03-25,active
2024-01-27,44351,1535,35351,debit,2023-03-25,active
2024-01-27,44360,1536,35360,debit,2023-06-12,active
2024-01-27,44370,1537,35370,debit,2023-10-20,blocked
2024-01-27,44371,1537,35371,credit,2023-10-18,blocked
2024-01-27,44372,1537,35372,credit,2023-09-30,active
2024-01-27,44380,1538,35380,credit,2023-08-31,active
2024-01-27,44381,1538,35381,debit,2023-09-02,blocked
2024-01-27,44382,1538,35382,debit,2023-09-21,active
2024-01-27,44390,1539,35390,credit,2023-11-17,active
2024-01-27,44391,1539,35391,credit,2023-11-19,blocked
2024-01-28,44400,1540,35400,debit,2023-05-21,active
2024-01-28,44402,1540,35402,credit,2023-06-20,active
2024-01-28,44411,1541,35411,debit,2023-08-23,active
2024-01-28,44412,1541,35412,credit,2023-10-05,active
2024-01-28,44420,1542,35420,debit,2023-07-12,active
2024-01-28,44421,1542,35421,debit,2023-07-03,active
2024-01-28,44430,1543,35430,debit,2023-08-10,active
2024-01-28,44431,1543,35431,debit,2023-08-10,active
2024-01-28,44432,1543,35432,debit,2023-07-24,active
2024-01-28,44440,1544,35440,debit,2024-01-20,active
2024-01-28,44441,1544,35441,debit,2023-12-27,active
2024-01-28,44450,1545,35450,debit,2023-08-02,active
2024-01-28,44451,1545,35451,debit,2023-08-25,active
2024-01-28,44452,1545,35452,debit,2023-07-24,active
2024-01-28,44460,1546,35460,debit,2023-12-13,blocked
2024-01-28,44470,1547,35470,debit,2023-09-05,blocked
2024-01-28,44480,1548,35480,debit,2023-07-25,active
2024-01-28,44481,1548,35481,debit,2023-09-03,active
2024-01-28,44482,1548,35482,credit,2023-07-23,blocked
2024-01-28,44490,1549,35490,debit,2024-02-16,active
2024-01-28,44491,1549,35491,debit,2024-02-09,active
2024-01-28,44500,1550,35500,credit,2023-11-03,active
2024-01-28,44501,1550,35501,debit,2023-10-25,blocked
2024-01-28,44510,1551,35510,credit,2023-07-11,active
2024-01-28,44530,1553,35530,debit,2023-02-13,active
2024-01-28,44540,1554,35540,debit,2023-12-14,active
2024-01-28,44550,1555,35550,debit,2023-12-15,active
